lang,word_ppl,t_stat,p_val,acc0_mean,acc1_mean,acc0_p25,acc1_p25,acc0_p50,acc1_p50,acc0_p75,acc1_p75,word_ppl_trend,byte_ppl,t_stat,p_val,acc0_mean,acc1_mean,acc0_p25,acc1_p25,acc0_p50,acc1_p50,acc0_p75,acc1_p75,byte_ppl_trend,log_word_ppl,t_stat,p_val,acc0_mean,acc1_mean,acc0_p25,acc1_p25,acc0_p50,acc1_p50,acc0_p75,acc1_p75,log_word_ppl_trend,trained
Swedish,False,-1.0153006050440703,0.30996935663296216,45409.88266328377,48286.26372372269,430.087473135423,373.6891156684973,1451.5541061382949,1263.1069313228977,6486.6104784071795,5780.750205425691,False,True,3.8917825478485364,9.968893872920887e-05,3.6799097830014458,3.611769299028472,2.653600138742279,2.5736610888476488,3.2220338107802684,3.123374815359107,4.101208780857384,4.007934710483139,True,True,4.843081256373732,1.283694780050129e-06,7.610317420375018,7.497892212076667,6.063988607756945,5.9234242005303495,7.280390058244977,7.1413297833136795,8.777495159251506,8.662288738921534,True,untrained
Romanian,False,1.232959087443476,0.21759894593241091,4080.4426955803133,3803.775053727793,83.26313380494331,69.98104227875966,222.1065044685019,189.35210339782927,749.0965479403377,596.3535165308953,True,True,8.847714011234995,9.324136092992311e-19,2.5864880320468977,2.4997978046184848,1.975829848686024,1.9179196070081916,2.314194121918942,2.238854394108178,2.806463325280488,2.701035962931346,True,True,8.895301695677594,6.086743812169579e-19,5.748182145724728,5.5783982255880415,4.422005878747211,4.248224380428095,5.403157016687226,5.24360826280382,6.618867874145508,6.390833632390302,True,trained
Tamil,True,-4.433529921784124,9.299864352212764e-06,1962046.8302592705,2571263.858123178,27719.49217316464,27998.20262054488,93540.28339460328,96445.87556243589,389468.3642523291,463652.208300023,False,True,-8.76934002690003,1.880747507907492e-18,1.7268212300540726,1.7497229816934297,1.5901645420443287,1.5987579324382264,1.6845709108227074,1.6959353321488415,1.8082756428393685,1.8357787456333443,False,True,-3.806403232196364,0.00014125470331972885,11.703529839742984,11.80340867545842,10.229891127117053,10.239895579020182,11.4461474609375,11.476737249465216,12.872537909613715,13.04688999387953,False,untrained
Kannada,False,-1.6554831506485954,0.09783547344931394,393222049.24501216,439688220.59936607,763791.4168425625,782519.0202886548,6744676.202725748,6932370.493409002,52836990.33101596,60296651.296729654,False,True,-4.686903721307383,2.7840982483844426e-06,2.1624290264087014,2.181595468138059,1.918949406608124,1.9260938785437234,2.1300614989654827,2.139456104651054,2.352224389382422,2.3766122620663355,False,True,-2.01991939651479,0.0433993333300282,15.763581814359782,15.837217235270378,13.54604994596299,13.5702734375,15.724264007070403,15.751712375217014,17.78272207406851,17.914786834716796,False,untrained
German,False,-1.4959426356592789,0.13467711180068864,2983.310719552798,3252.9203976296753,78.05558853313471,66.84294907376669,212.98089447463343,187.01369165513137,705.3671176317964,592.2325233403262,False,True,7.729890120472974,1.10346062225041e-14,2.460175625332746,2.3927281133079656,1.9096160717905355,1.8521691376748506,2.2358032164483523,2.1731481725744235,2.667016566102122,2.5831295538872343,True,True,6.968810819509107,3.2495840388219403e-12,5.649808851646557,5.523212697488767,4.357421199253627,4.202345823630309,5.361202464384191,5.2311818315361975,6.558718399839453,6.383899311442952,True,trained
Hindi,True,-2.0969367477737113,0.03600589353257475,1623.0416407369228,1768.3477969313367,100.17501920917351,95.11586785733905,249.4164603997164,240.3302151364834,743.6251238292193,738.4129454820919,False,False,-0.24630310761815696,0.8054489603787565,1.6207368000516766,1.6213900058145592,1.452469360977268,1.4431482851778945,1.5652735986494404,1.5604584027937078,1.7179115291508746,1.7214596797487276,False,False,0.8264482045534225,0.40855517677818143,5.753818590235828,5.74013599138664,4.6069188391852816,4.555095808178771,5.5191240310668945,5.482013852792829,6.6115370396205355,6.604503214824425,True,trained
Nepali,True,-2.344379453225054,0.01906404414727417,10395666.770297138,12242090.932814073,34433.09790011644,29240.83616457269,163107.69473972928,169383.06795604754,855766.4163587834,1046057.2421352529,False,True,-5.8854461761454395,4.004055842827846e-09,2.15953426595497,2.1906879929443344,1.8760120185902,1.8721013162346913,2.066864846115644,2.0855515521563808,2.3261597602550133,2.392230185602726,False,False,1.5194247267301082,0.1286641902737341,12.043846090409538,11.991768068592302,10.446773529052734,10.283321466553346,12.002165965544872,12.03991804139116,13.659752739800346,13.860538637315905,True,untrained
Ukrainian,True,-2.9400044916783714,0.003284090422307571,51629.571054947264,64073.255715103965,253.77112885880547,218.1205545794852,796.8877121394971,698.9755717615102,3380.839490658606,2952.74748024122,False,True,4.824380257627078,1.4099378205466029e-06,1.8726315024053946,1.850051143913158,1.5806320358737398,1.555475532952947,1.7493901219485648,1.7244421071748182,1.9983456653978773,1.9645057972287696,True,True,4.8997473432806276,9.63622055717606e-07,7.1052405452950484,6.992323040723344,5.536432786421342,5.385047912597656,6.680713765263663,6.549615794214709,8.125879275493133,7.990491365131579,True,trained
Danish,False,-0.5178892521798255,0.6045386507550781,53284.343286432806,55049.878995268664,462.944321253091,402.3677966273176,1558.7426836611082,1458.1215285323178,6918.818404078005,6588.435231696936,False,True,2.213773784424915,0.026850444803305177,3.816757512852725,3.776039279070521,2.739568537327278,2.6609973656420856,3.346827673349329,3.285827077375487,4.247629740763355,4.20399369527808,True,True,2.968511079572395,0.002994387822173912,7.67512789755395,7.606225573237234,6.137606788064782,5.997366587320964,7.351634797595796,7.2849042619977675,8.842000233043324,8.79307115342882,True,untrained
Slovak,True,-2.181897856474908,0.029123248396423024,516344.83794714406,606335.7991552403,1170.527265182564,964.2302332685613,4719.346647508781,4088.101590058902,25470.122835578946,22880.731059337595,False,True,3.3831513573218963,0.0007173228353442751,3.9573392344919243,3.8836132764327713,2.708962344153604,2.607793481444633,3.342530005773013,3.263446092046264,4.348065701583871,4.265134125768099,True,True,4.305867155064061,1.6675413497486372e-05,8.855204217150966,8.740323007011314,7.065209579467773,6.871330097157468,8.459425646849354,8.315835968786928,10.14526138305664,10.038049945170215,True,untrained
